664 1 0.52 1 0 0 0.001 0 0 0 0 0 -0.5 -0.5 0
664 1 0.52 1.01092 0 0 0.001 0 0.00845021 0.0137636 0.000187433 28 -0.00060901 0.00697325 0.000262079
664 1 0.52 1.02179 0 0 0.001 0 0.0168541 0.0274305 0.000370765 28 -0.0012019 0.0138819 0.00051766
664 1 0.52 1.03262 0 0 0.001 0 0.0254424 0.041397 0.000557633 28 -0.00180774 0.0210479 0.0007779
664 1 0.52 1.0434 0 0 0.001 0 0.0335203 0.0545492 0.000736253 28 -0.00238567 0.0278939 0.00102602
664 1 0.52 1.05413 0 0 0.001 0 0.041494 0.0675427 0.000914562 28 -0.00296151 0.0347481 0.00127309
664 1 0.52 1.06482 0 0 0.001 0 0.0494314 0.0804829 0.00109305 28 -0.00353744 0.0416654 0.00151991
664 1 0.52 1.07547 0 0 0.001 0 0.0572647 0.0932583 0.00127004 28 -0.00410804 0.048585 0.00176417
664 1 0.52 1.08608 0 0 0.001 0 0.0649717 0.105834 0.00144536 28 -0.0046727 0.055486 0.00200564
664 1 0.52 1.09665 0 0 0.001 0 0.0725584 0.118222 0.00161924 28 -0.00523218 0.0623715 0.00224467
664 1 0.52 1.10719 0 0 0.001 0 0.0800358 0.130438 0.00179193 28 -0.0057873 0.069249 0.00248161
