1 1 0 0 0 0 0 0 0.114437 0.17893 0.0635929 16 -0.012243 0.119555 0.0869289
2 1 0.04 0 0 0 0 0 0.0926612 0.157467 0.0558338 20 -0.0166363 0.106747 0.0754461
3 1 0.08 0 0 0 0 0 0.084294 0.144907 0.0475535 24 -0.0148471 0.0944418 0.0644853
4 1 0.12 0 0 0 0 0 0.0816878 0.137833 0.0403222 27 -0.0117422 0.0852106 0.0550775
5 1 0.16 0 0 0 0 0 0.0808548 0.134062 0.0343469 28 -0.00940767 0.0792955 0.0471773
27 1 0.00900056 0.0441383 0 7.82905e-05 3.10699e-05 0 0.0217147 0.12048 0.0519916 20 -0.052833 0.114492 0.0637187
28 1 0.0469387 0.0434703 0 6.18436e-05 2.85626e-05 0 0.0577134 0.139833 0.0475152 25 -0.0340228 0.10727 0.0610835
29 1 0.0855772 0.0430802 0 5.03974e-05 2.67138e-05 0 0.0638467 0.137852 0.042525 30 -0.0270463 0.0983503 0.0556696
30 1 0.124629 0.0428557 0 4.22e-05 2.55586e-05 0 0.066231 0.134068 0.0374253 34 -0.0220659 0.0903431 0.0497149
31 1 0.163915 0.0427407 0 3.58282e-05 2.47531e-05 0 0.0683913 0.131825 0.0326147 35 -0.018279 0.0845297 0.0438134
53 1 0.0145693 0.088281 0 0.000128225 6.68965e-05 0 0.0126255 0.119488 0.042089 24 -0.0579822 0.114539 0.0494039
54 1 0.0522757 0.0871936 0 0.000109117 6.09754e-05 0 0.0354054 0.130648 0.0402917 30 -0.0457991 0.109408 0.0493179
55 1 0.0903896 0.0864543 0 9.31887e-05 5.6731e-05 0 0.0435216 0.131074 0.0373223 36 -0.0390362 0.102786 0.0467489
56 1 0.128847 0.0859973 0 7.98382e-05 5.40032e-05 0 0.0483115 0.129555 0.033962 41 -0.0336964 0.0963286 0.043449
57 1 0.167558 0.0857283 0 6.84585e-05 5.20313e-05 0 0.0528715 0.129114 0.030422 42 -0.0291583 0.0912585 0.0396116
79 1 0.0194265 0.13254 0 0.000170685 0.000104602 0 0.00344252 0.118708 0.0334815 27 -0.0633282 0.116192 0.0370782
80 1 0.056933 0.131247 0 0.000149774 9.68045e-05 0 0.0217747 0.128355 0.0330099 34 -0.0541449 0.11318 0.0382546
81 1 0.0947215 0.130295 0 0.000130979 9.08167e-05 0 0.0297689 0.130344 0.0315365 41 -0.0486454 0.108972 0.0375751
82 1 0.132764 0.129655 0 0.000114187 8.68261e-05 0 0.0353694 0.130586 0.0297061 46 -0.0439268 0.104445 0.0363975
105 1 0.0235642 0.176863 0 0.000206519 0.000143638 0 -0.00355129 0.117998 0.0259587 28 -0.0670862 0.117375 0.026905
106 1 0.0609404 0.175514 0 0.000184271 0.000135394 0 0.0133239 0.128356 0.0262009 35 -0.0595951 0.116394 0.0286497
107 1 0.098509 0.174461 0 0.0001635 0.000128704 0 0.0215719 0.132419 0.0257338 42 -0.0552089 0.114585 0.0291128
108 1 0.136258 0.173707 0 0.000144111 0.000123775 0 0.0271119 0.134199 0.0249577 47 -0.0515827 0.112126 0.0292275
83 1 0.171024 0.129245 0 9.89881e-05 8.37612e-05 0 0.0406822 0.131225 0.0273985 47 -0.0396077 0.100454 0.0343851
109 1 0.174174 0.173191 0 0.000126076 0.000120101 0 0.0322492 0.135694 0.0236394 48 -0.0480611 0.10952 0.0285326
6 1 0.2 0 0 0 0 0 0.0803693 0.132014 0.029254 28 -0.00801817 0.0756263 0.0403131
7 1 0.24 0 0 0 0 0 0.0800957 0.130963 0.024704 28 -0.0071791 0.0732853 0.034108
8 1 0.28 0 0 0 0 0 0.0799722 0.130484 0.020504 28 -0.00665036 0.0717487 0.028342
9 1 0.32 0 0 0 0 0 0.0799504 0.13033 0.0165377 28 -0.00630391 0.0707243 0.0228764
32 1 0.203325 0.0426801 0 3.04133e-05 2.43391e-05 0 0.0696531 0.130436 0.0281285 35 -0.0158857 0.0806236 0.0380471
33 1 0.242803 0.0426469 0 2.57281e-05 2.42266e-05 0 0.070445 0.129669 0.0239193 35 -0.0143625 0.0780034 0.0324908
34 1 0.282325 0.0426291 0 2.12522e-05 2.40152e-05 0 0.0709999 0.129313 0.0199327 35 -0.0133656 0.0762289 0.0271487
35 1 0.321875 0.0426203 0 1.71336e-05 2.40908e-05 0 0.0714234 0.129212 0.0161158 35 -0.0126967 0.0750211 0.0219891
58 1 0.206441 0.0855694 0 5.84423e-05 5.07735e-05 0 0.0559769 0.128876 0.0267159 42 -0.0260066 0.0875672 0.0351857
59 1 0.245438 0.0854744 0 4.93427e-05 4.9699e-05 0 0.0581099 0.128829 0.0229857 42 -0.0238463 0.0849355 0.030498
60 1 0.284512 0.0854178 0 4.09993e-05 4.88553e-05 0 0.0596225 0.128934 0.0193024 42 -0.0223568 0.0830774 0.0257371
61 1 0.323637 0.0853849 0 3.29772e-05 4.87178e-05 0 0.0607248 0.129132 0.0156862 42 -0.0213223 0.0817764 0.0209853
84 1 0.209455 0.128984 0 8.52493e-05 8.20965e-05 0 0.0446853 0.131749 0.0245803 47 -0.0363003 0.0972489 0.0313554
85 1 0.248013 0.128819 0 7.23936e-05 8.11398e-05 0 0.0476621 0.132235 0.021473 47 -0.0338468 0.0947907 0.0276955
86 1 0.286663 0.128715 0 6.02745e-05 8.05639e-05 0 0.0498787 0.132707 0.0182274 47 -0.0320531 0.0929612 0.0236881
87 1 0.325378 0.12865 0 4.87399e-05 8.00831e-05 0 0.0515312 0.133159 0.014925 47 -0.0307544 0.0916303 0.0194988
110 1 0.212237 0.172844 0 0.000108986 0.000117093 0 0.0363845 0.136811 0.02167 48 -0.04512 0.107137 0.0267161
111 1 0.250416 0.172614 0 9.30052e-05 0.000114715 0 0.0396509 0.137715 0.01925 48 -0.0427726 0.105137 0.0240861
