1 1 0 0 0 0 0 0 0 0 0 0 -0.5 -0.5 0
2 1 0.04 0 0 0 0 0 0 0 0 0 -0.5 -0.5 0
3 1 0.08 0 0 0 0 0 0 0 0 0 -0.5 -0.5 0
4 1 0.12 0 0 0 0 0 0 0 0 0 -0.5 -0.5 0
5 1 0.16 0 0 0 0 0 0 0 0 0 -0.5 -0.5 0
14 1 0 0.04 0 0 0 0 0 0 0 0 -0.5 -0.5 0
15 1 0.04 0.04 0 0 0 0 0 0 0 0 -0.5 -0.5 0
16 1 0.08 0.04 0 0 0 0 0 0 0 0 -0.5 -0.5 0
17 1 0.12 0.04 0 0 0 0 0 0 0 0 -0.5 -0.5 0
18 1 0.16 0.04 0 0 0 0 0 0 0 0 -0.5 -0.5 0
27 1 0 0.08 0 0 0 0 0 0 0 0 -0.5 -0.5 0
28 1 0.04 0.08 0 0 0 0 0 0 0 0 -0.5 -0.5 0
29 1 0.08 0.08 0 0 0 0 0 0 0 0 -0.5 -0.5 0
30 1 0.12 0.08 0 0 0 0 0 0 0 0 -0.5 -0.5 0
31 1 0.16 0.08 0 0 0 0 0 0 0 0 -0.5 -0.5 0
40 1 0 0.12 0 0 0 0 0 0 0 0 -0.5 -0.5 0
41 1 0.04 0.12 0 0 0 0 0 0 0 0 -0.5 -0.5 0
42 1 0.08 0.12 0 0 0 0 0 0 0 0 -0.5 -0.5 0
43 1 0.12 0.12 0 0 0 0 0 0 0 0 -0.5 -0.5 0
44 1 0.16 0.12 0 0 0 0 0 0 0 0 -0.5 -0.5 0
53 1 0 0.16 0 0 0 0 0 0 0 0 -0.5 -0.5 0
54 1 0.04 0.16 0 0 0 0 0 0 0 0 -0.5 -0.5 0
55 1 0.08 0.16 0 0 0 0 0 0 0 0 -0.5 -0.5 0
56 1 0.12 0.16 0 0 0 0 0 0 0 0 -0.5 -0.5 0
57 1 0.16 0.16 0 0 0 0 0 0 0 0 -0.5 -0.5 0
6 1 0.2 0 0 0 0 0 0 0 0 0 -0.5 -0.5 0
7 1 0.24 0 0 0 0 0 0 0 0 0 -0.5 -0.5 0
