
0	0
0.000836722	0.000982673
0.00167319	0.00196902
0.00251227	0.00295905
0.00335109	0.00395277
0.00419253	0.00495019
0.00503467	0.00595132
0.00587847	0.00695616
0.00672298	0.00796472
0.00756916	0.00897702
0.00841652	0.00999305
0.00926555	0.0110128
0.0101153	0.0120364
0.0109672	0.0130637
0.0118193	0.0140947
0.0126736	0.0151296
0.0135286	0.0161682
0.0143858	0.0172106
0.0152427	0.0182568
0.0161022	0.0193069
0.016962	0.0203607
0.0178245	0.0214184
0.0186867	0.0224799
0.0195515	0.0235453
0.0204161	0.0246145
0.0212834	0.0256876
0.0221519	0.0267645
0.0230206	0.0278453
0.023892	0.02893
0.0247631	0.0300186
0.0256365	0.0311111
0.0265105	0.0322075
0.0273868	0.0333079
0.0282628	0.0344121
0.0291415	0.0355203
0.0300204	0.0366324
0.0309015	0.0377485
0.0317829	0.0388685
0.0326665	0.0399925
0.0335503	0.0411205
0.0344364	0.0422525
0.0353231	0.0433885
0.0362116	0.0445284
0.0371009	0.0456724
0.0379918	0.0468204
0.038883	0.0479724
0.0397765	0.0491285
0.0406706	0.0502886
0.041567	0.0514528
0.0424637	0.052621
0.0433621	0.0537933
0.0442622	0.0549697
0.0451621	0.0561502
0.0460637	0.0573348
0.0469675	0.0585235
0.0478721	0.0597163
0.0487775	0.0609132
0.0496851	0.0621142
0.0505924	0.0633194
0.051502	0.0645288
0.0524119	0.0657423
0.0533245	0.06696
0.0542368	0.0681819
0.0551519	0.0694079
0.0560668	0.0706382
0.0569839	0.0718727
0.0579013	0.0731113
0.0588209	0.0743542
0.0597408	0.0756014
0.0606635	0.0768528
0.0615854	0.0781084
0.0625101	0.0793683
0.0634361	0.0806325
0.0643618	0.0819009
0.0652888	0.0831737
0.0662186	0.0844507
0.0671496	0.0857321
0.0680804	0.0870178
0.0690125	0.0883078
0.0699468	0.0896021
0.0708825	0.0909008
0.0718179	0.0922038
0.0727566	0.0935112
0.0736945	0.094823
0.0746347	0.0961392
0.0755758	0.0974598
0.0765186	0.0987848
0.0774616	0.100114
0.078407	0.101448
0.0793521	0.102786
0.0803001	0.104129
0.0812483	0.105476
0.0821983	0.106828
0.0831486	0.108184
0.0841012	0.109544
0.0850535	0.110909
0.0860092	0.112279
0.0869652	0.113653
0.0879214	0.115032
0.0888789	0.116415
0.0898388	0.117802
